NAME,TIPOINSTIT,TIPOINSTI2,TIPOLOCALI,TIPOLOCAL2,TIPOUNIDAD,TIPOUNIDA0,TIPOTIPOLO,TIPOTIPOL0,TIPOSUBTIP,TIPOSUBTI0,TIPOENTIDA,TIPOENTID0,TIPOMUNICI,TIPOMUNIC0,TIPOJURISD,TIPOJURIS0,CLAVE,NUMCONSUL,NUMCAM,NOMBRE,DOMICILIO,ASENTAMIEN,COLONIA,NOINT,NOEXT,OBSDIREC,CODPOST,RESPONSABL,LADA,TELEFONO,EMAIL,FECHACONST,FECHAINICI,MARCA,MODELO,CAPACIDAD,TIPOUNID01,TIPOUNID02,TIPOCARAV,TIPOCARAV2,TIPOTIPO01,TIPOTIPO02,TIPOCONTRO,TIPOCONTR0,TIPOMOVUNI,TIPOMOVUN0,TIPOESTUNI,TIPOESTAUN,OBSERV,FECHAALTA,FECHAMOV,TIPONIVELA,TIPONIVEL0,TIPOACREDI,TIPOESTACR,TIPOESTAC0,TIPOUNI,TIPOUNI2,TIPOOBRA,TIPOOBRA2,LATITUD,LONGITUD,OID
JCSSA001075,SSA,SECRETARIA DE SALUD,1,BOLA NOS,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,19,BOLA NOS,1,COLOTLAN,JCSSA001075,3,5,CENTRO DE SALUD BOLA NOS,16 DE SEPTIEMBRE,,CENTRO,,62,16 DE SEPTIEMBRE 62  COL. CENTRO,46130,DRA. MA. LOURDES SOLIS SALARRANGUE,437,9525013,colotlan@salud.gob.mx,01/05/1969 12:00:00 a.m.,01/10/1970 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,CAMBIO. SE SOLICITA MODIFICACION EN EL RESPONSABLE DE LA UNIDAD Y SE COMPLEMENTA EL DATO DE COLONIA QUE NO SE HABIA REPORTADO ANTES.,31/12/2005 12:00:00 a.m.,21/02/2013 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,21.8313,-103.781,94
JCSSA001080,SSA,SECRETARIA DE SALUD,1,BOLA NOS,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,19,BOLA NOS,1,COLOTLAN,JCSSA001080,0,0,MODULO BOLA NOS,16 DE SEPTIEMBRE,,,,62,16 DE SEPTIEMBRE 62,46130,ENF. RAMONA REYNOSO RIOS,437,9525013,bolanos_salud_jal@hotmail.com,,01/10/1999 12:00:00 a.m.,NISSAN,2004,500,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,B,BAJA,B,BAJA,2,FUERA DE OPERACION (TOTAL O PARCIAL),SE SOLICITA BAJA DE CLUES POR: 1.-TENER UNA BAJA PRODUCTIVIDAD  2.- PORQUE LA POBLACION ACUDE AL CENTRO DE SALUD DE BOLA NOS; LA LOCALIDAD SERA ATENDIDA POR LA CARAVANA BOLA NOS. INFORMACION VALIDADA POR LA DIRECCION GENERAL DE SALUD PUBLICA (OFICIO DGSP,31/12/2005 12:00:00 a.m.,29/06/2012 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,21.8319,-103.781,95
JCSSA013144,SSA,SECRETARIA DE SALUD,1,BOLA NOS,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,19,BOLA NOS,1,COLOTLAN,JCSSA013144,1,0,CARAVANA TIPO I BOLA NOS,16 DE SEPTIEMBRE,,CENTRO,,62,16 DE SEPTIEMBRE 62  COL. CENTRO,46130,DR. LUIS HUMBERTO MADERA PINEDO,437,9525013,bola Nos_salud_jal@hotmail.com,,01/02/2008 12:00:00 a.m.,FORD,2008,3500,1,UNIDADES MEDICAS MOVILES,NUEVA,UNIDAD MEDICA MOVIL NUEVA,1,CONSULTORIO DE MEDICINA GENERAL,C,CAMBIO,C,CAMBIO,1,EN OPERACION,CAMBIO. SE SOLICITA MODIFICACION EN EL RESPONSABLE DE LA UNIDAD Y SE COMPLEMENTA EL DATO DE COLONIA QUE NO SE HABIA REPORTADO ANTES.,29/02/2008 12:00:00 a.m.,21/02/2013 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,21.8319,-103.781,96
JCSSA001104,SSA,SECRETARIA DE SALUD,17,BORROTES (BARROTES DE ABAJO),CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,19,BOLA NOS,1,COLOTLAN,JCSSA001104,0,0,BORROTES DE ABAJO,CERCA DE LA ESCUELA,,,,,CERCA DE LA ESCUELA,46130,ENF. ROCIO ORTIZ MENDOZA,999,9999999,colotlan@salud.gob.mx,,01/10/1973 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,B,BAJA,B,BAJA,2,FUERA DE OPERACION (TOTAL O PARCIAL),BAJA-DEBIDO A LA POCA PRODUCTIVIDAD,31/12/2005 12:00:00 a.m.,26/03/2009 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,1,RURAL,NES,NO ESPECIFICADO,21.8125,-103.749,97
JCSSA001116,SSA,SECRETARIA DE SALUD,50,HUILACATITLAN (HUILA),CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,19,BOLA NOS,1,COLOTLAN,JCSSA001116,1,0,CENTRO DE SALUD HUILACATITLAN,ENTRADA AL PUEBLO,,,,,ENTRADA AL PUEBLO,46130,DRA. BELEN DE LA ROSA SAUCEDO,437,9525159,colotlan@salud.gob.mx,01/02/1972 12:00:00 a.m.,01/03/1973 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,21.8654,-103.771,98
JCSSA001121,SSA,SECRETARIA DE SALUD,109,TUXPAN DE BOLA NOS,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,19,BOLA NOS,1,COLOTLAN,JCSSA001121,1,3,CENTRO DE SALUD TUXPAN DE BOLA NOS,ORIENTE DEL CALIHUEY,,CENTRO,,,ORIENTE DEL CALIHUEY  COL. CENTRO,46300,MPSS LUIS EDUARDO GARCIA PRECIADO,437,4881124,colotlan@salud.gob.mx,01/03/1984 12:00:00 a.m.,01/03/1985 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,CAMBIO. SE SOLICITA MODIFICACION EN EL RESPONSABLE DE LA UNIDAD Y SE COMPLEMENTA EL DATO DE COLONIA QUE NO SE HABIA REPORTADO ANTES.,31/12/2005 12:00:00 a.m.,21/02/2013 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,21.8749,-104.02,99
JCSSA001133,SSA,SECRETARIA DE SALUD,109,TUXPAN DE BOLA NOS,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,19,BOLA NOS,1,COLOTLAN,JCSSA001133,0,0,MODULO TUXPAN DE BOLA NOS,ORIENTE DEL CALIHUEY,,CENTRO,,,ORIENTE DEL CALIHUEY  COL. CENTRO,46300,DR. FLORENTINO MARTINEZ JOSE,437,4881124,saludrural_colotlan_jal@hotmail.com,,01/08/1997 12:00:00 a.m.,DODGE,2009,1000,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,CAMBIO. SE SOLICITA MODIFICACION EN EL RESPONSABLE DE LA UNIDAD Y SE COMPLEMENTA EL DATO DE COLONIA QUE NO SE HABIA REPORTADO ANTES.,31/12/2005 12:00:00 a.m.,21/02/2013 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,1,RURAL,NES,NO ESPECIFICADO,21.8749,-104.02,100
JCSSA001145,SSA,SECRETARIA DE SALUD,244,LOS CORRALES (MESA DEL TIRADOR),CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,19,BOLA NOS,1,COLOTLAN,JCSSA001145,1,3,CENTRO DE SALUD MESA DEL TIRADOR,FRENTE A LA TIENDA,,,,,FRENTE A LA TIENDA,46130,DRA. MA. DEL ROSARIO MEJIA ROSALES,333,9558005,colotlan@salud.gob.mx,01/01/1972 12:00:00 a.m.,01/03/1973 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,21.793,-104.04,101
JCSSA001150,SSA,SECRETARIA DE SALUD,244,LOS CORRALES (MESA DEL TIRADOR),CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,19,BOLA NOS,1,COLOTLAN,JCSSA001150,0,0,MODULO MESA DEL TIRADOR,FRENTE A LA TIENDA,,CENTRO,,,FRENTE A LA TIENDA  COL. CENTRO,46136,DR. ANTONIO AYALA MACARENO,333,9558005,saludrural_colotlan_jal@hotmail.com,,01/09/1999 12:00:00 a.m.,DODGE,2009,1000,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,CAMBIO. SE SOLICITA MODIFICACION EN EL RESPONSABLE DE LA UNIDAD Y SE COMPLEMENTA EL DATO DE COLONIA QUE NO SE HABIA REPORTADO ANTES.,31/12/2005 12:00:00 a.m.,21/02/2013 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,1,RURAL,NES,NO ESPECIFICADO,21.793,-104.04,102
JCSSA012631,SSA,SECRETARIA DE SALUD,1,COLOTLAN,EA,ESTABLECIMIENTO DE APOYO,OFI,OFICINAS ADMINISTRATIVAS,NES,NO ESPECIFICADO,14,JALISCO,25,COLOTLAN,1,COLOTLAN,JCSSA012631,0,0,OFICINAS ADMINISTRATIVAS,PASEO,,CENTRO,,7,PASEO 7  COL. CENTRO,46200,DR. SERGIO ARMANDO GONZALEZ ACEVES,499,9920370,ssj_colotlan@hotmail.com,01/04/1960 12:00:00 a.m.,16/03/1986 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SOLICITA MODIFICACION EN EL RESPONSABLE DE LA UNIDAD,30/08/2006 12:00:00 a.m.,21/02/2013 12:00:00 a.m.,0,NO APLICA,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,22.1233,-103.263,103
JCSSA012783,SSA,SECRETARIA DE SALUD,1,COLOTLAN,EA,ESTABLECIMIENTO DE APOYO,ALM,ALMACENES,NES,NO ESPECIFICADO,14,JALISCO,25,COLOTLAN,1,COLOTLAN,JCSSA012783,0,0,ALMACEN COLOTLAN,QUITERIA,,CENTRO,,2,QUITERIA 2  COL. CENTRO,46200,DR. SERGIO ARMANDO GONZALEZ ACEVES,499,9921707,almacen_colotlan_jal@hotmail.com,01/01/1991 12:00:00 a.m.,01/01/1991 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SOLICITA MODIFICACION EN EL RESPONSABLE DE LA UNIDAD,30/08/2006 12:00:00 a.m.,21/02/2013 12:00:00 a.m.,0,NO APLICA,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,22.1183,-103.265,104
JCSSA001454,SSA,SECRETARIA DE SALUD,1,COLOTLAN,HO,UNIDAD DE HOSPITALIZACION,N,HOSPITAL INTEGRAL (COMUNITARIO),NES,NO ESPECIFICADO,14,JALISCO,25,COLOTLAN,1,COLOTLAN,JCSSA001454,16,63,HOSPITAL COMUNITARIO COLOTLAN,AVENIDA HOSPITAL ESQUINA SIGLO XXI,,CENTRO,,SIN NUMERO,AVENIDA HOSPITAL SIN NUMERO ESQUINA SIGLO XXI  COL. CENTRO,46200,DR. MAURO ANTONIO GOMEZ MAGALLON,499,9921041  9921742,jjgcuriel@yahoo.com.mx,01/01/2001 12:00:00 a.m.,01/02/2002 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,CAMBIO. SE SOLICITA MODIFICACION EN EL RESPONSABLE DE LA UNIDAD Y SE COMPLEMENTA EL DATO DE COLONIA QUE NO SE HABIA REPORTADO ANTES.,31/12/2005 12:00:00 a.m.,21/02/2013 12:00:00 a.m.,2,SEGUNDO NIVEL,8,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,22.1182,-103.265,105
JCSSA001466,SSA,SECRETARIA DE SALUD,1,COLOTLAN,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,25,COLOTLAN,1,COLOTLAN,JCSSA001466,0,0,MODULO COLOTLAN,AVENIDA HOSPITAL ESQUINA SIGLO XXI,,,,SIN NUMERO,AVENIDA HOSPITAL SIN NUMERO ESQUINA SIGLO XXI,46200,ENF. ADRIANA BELLO TOVAR,499,9921041,jjgcuriel@yahoo.com.mx,,01/08/1997 12:00:00 a.m.,CHEVROLET,2005,500,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,,,B,BAJA,2,FUERA DE OPERACION (TOTAL O PARCIAL),SOLICITAMOS LA BAJA DE CLUES POR SER UNA UNIDAD MOVIL SINIESTRADA  SERA SUSTITUIDA POR OTRA UNIDAD QUE POSTERIORMENTE SOLICITAREMOS SU ALTA  DEJANDO DE OPERAR EL 22/07/12  TENIENDO UN RETRASO EN EL ENVIO  SIN CONTAR CON FOTOGRAFIA.,31/12/2005 12:00:00 a.m.,03/02/2015 03:22:54 p.m.,1,PRIMER NIVEL,,,,2,URBANO,NES,NO ESPECIFICADO,22.1008,-103.27,106
JCSSA001471,SSA,SECRETARIA DE SALUD,1,COLOTLAN,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,25,COLOTLAN,1,COLOTLAN,JCSSA001471,2,0,UNIDAD MOVIL DENTAL COLOTLAN,PASEO,,CENTRO,,7,PASEO 7  COL. CENTRO,46200,DR. APOLINAR RIVERA AGUILAR,499,9920370,saludbucal_colotlan_jal@hotmail.com,,01/03/1998 12:00:00 a.m.,FORD,1985,3000,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,CORRECION DEL NORMBRE DE LA UNIDAD Y EL NUMERO DE CONSULTORIOS.,31/12/2005 12:00:00 a.m.,17/04/2012 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,22.1229,-103.263,107
JCSSA012923,SSA,SECRETARIA DE SALUD,1,COLOTLAN,EA,ESTABLECIMIENTO DE APOYO,LAB,LABORATORIOS,NES,NO ESPECIFICADO,14,JALISCO,25,COLOTLAN,1,COLOTLAN,JCSSA012923,0,0,LABORATORIO DE SALUD PUBLICA,PASEO,,CENTRO,,7,PASEO 7  COL. CENTRO,46200,DR. SERGIO ARMANDO GONZALEZ ACEVES,499,9920370,laboratorio_colotlan_jal@hotmail.com,01/07/1992 12:00:00 a.m.,16/03/1986 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SOLICITA MODIFICACION EN EL RESPONSABLE DE LA UNIDAD,30/08/2006 12:00:00 a.m.,21/02/2013 12:00:00 a.m.,0,NO APLICA,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,22.1232,-103.263,108
JCSSA013185,SSA,SECRETARIA DE SALUD,1,COLOTLAN,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,25,COLOTLAN,1,COLOTLAN,JCSSA013185,1,0,UNIDAD MOVIL DE SALUD DE LA MUJER COLOTLAN,PASEO,,CENTRO,,7,PASEO 7  COL. CENTRO,46200,DR. SERGIO ARMANDO GONZALEZ ACEVES,499,9920370,colotlan@salud.gob.mx,,01/04/2008 12:00:00 a.m.,MERCEDES BENZ,2008,8000,4,OTRO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SOLICITA MODIFICACION EN EL RESPONSABLE DE LA UNIDAD,26/05/2008 12:00:00 a.m.,21/02/2013 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,22.1223,-103.263,109
JCSSA013296,SSA,SECRETARIA DE SALUD,1,COLOTLAN,CE,UNIDAD DE CONSULTA EXTERNA,UNE,UNIDAD DE ESPECIALIDADES MEDICAS (UNEMES),UNE02,UNEMES DE ADICCIONES  CAPA  NUEVA VIDA,14,JALISCO,25,COLOTLAN,1,COLOTLAN,JCSSA013296,3,0,CENTRO DE ATENCION PRIMARIA EN ADICCIONES NUEVA VIDA COLOTLAN,NUEVA VIDA,,TLAXCALA,,1,NUEVA VIDA 1  COL. TLAXCALA,46200,L.PSIC. ANA ILDA LUNA LOPEZ,499,9922161,capacolotlan@hotmail.com,01/06/2008 12:00:00 a.m.,01/01/2009 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,CAMBIO. SE SOLICITA MODIFICACION EN EL RESPONSABLE DE LA UNIDAD.,15/06/2009 12:00:00 a.m.,21/02/2013 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,22.1022,-103.277,110
JCSSA013581,SSA,SECRETARIA DE SALUD,1,COLOTLAN,CE,UNIDAD DE CONSULTA EXTERNA,UNE,UNIDAD DE ESPECIALIDADES MEDICAS (UNEMES),UNE01,UNEMES DE SALUD MENTAL,14,JALISCO,25,COLOTLAN,1,COLOTLAN,JCSSA013581,3,0,UNEMES SALUD MENTAL COLOTLAN,DIVINA PROVIDENCIA Y SAN LORENZO,,LOMAS DEL SUR,,,DIVINA PROVIDENCIA Y SAN LORENZO  COL. LOMAS DEL SUR,46200,DRA. ANA CECILIA LARA ZARAGOZA,499,9920370,,01/06/2009 12:00:00 a.m.,01/12/2011 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,CAMBIO. SE SOLICITA MODIFICACION EN EL RESPONSABLE DE LA UNIDAD.,02/06/2010 12:00:00 a.m.,21/02/2013 12:00:00 a.m.,1,PRIMER NIVEL,NES,2,NO ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,22.1127,-103.256,111
JCSSA001483,SSA,SECRETARIA DE SALUD,5,AGUA GORDA,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,25,COLOTLAN,1,COLOTLAN,JCSSA001483,1,2,CENTRO DE SALUD AGUA GORDA,A UN LADO DEL LIENZO CHARRO,,CENTRO,,,A UN LADO DEL LIENZO CHARRO  COL. CENTRO,46200,ENF. PATROCINIO GODINA HUIZAR,499,9920785,colotlan@salud.gob.mx,01/06/1988 12:00:00 a.m.,01/07/1989 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE COMPLETO DOMICILIO (COLONIA) Y SE CORRIGIO TELEFONO,31/12/2005 12:00:00 a.m.,04/05/2012 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,21.9606,-103.332,112
JCSSA001495,SSA,SECRETARIA DE SALUD,20,EL CARRIZAL,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,25,COLOTLAN,1,COLOTLAN,JCSSA001495,1,3,CENTRO DE SALUD EL CARRIZAL,CERCA DE LA ESCUELA,,,,,CERCA DE LA ESCUELA,46200,DR. ANUAR JOSADEC ABREGO FLORES,555,1514044,colotlan@salud.gob.mx,01/01/1997 12:00:00 a.m.,01/10/1999 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,22.0492,-103.126,113
JCSSA001500,SSA,SECRETARIA DE SALUD,31,DOLORES,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,25,COLOTLAN,1,COLOTLAN,JCSSA001500,1,2,CENTRO DE SALUD DOLORES,FRENTE A LA ESCUELA,,,,,FRENTE A LA ESCUELA,46200,DRA. DALIA GARCIA ROJAS,499,9920370,colotlan@salud.gob.mx,01/03/1994 12:00:00 a.m.,01/03/1995 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,22.0142,-103.319,114
JCSSA001512,SSA,SECRETARIA DE SALUD,32,EL EPAZOTE,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,25,COLOTLAN,1,COLOTLAN,JCSSA001512,1,2,CENTRO DE SALUD EL EPAZOTE,A UN COSTADO DEL KINDER,,CENTRO,,,A UN COSTADO DEL KINDER  COL. CENTRO,46200,DR. PEDRO GARCIA TOTESAUTT,499,9920785,colotlan@salud.gob.mx,01/01/1998 12:00:00 a.m.,01/09/1999 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,CORRECCION EN EL NOMBRE DE LA UNIDAD (SE QUITPO LA H EN EPAZOTE)  SE COMPLETO DOMICILIO (COLONIA) Y SE CORRIGIO TELEFONO,31/12/2005 12:00:00 a.m.,04/05/2012 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,22.19,-103.391,115
JCSSA001524,SSA,SECRETARIA DE SALUD,65,SAN RAFAEL DEL REFUGIO,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,25,COLOTLAN,1,COLOTLAN,JCSSA001524,1,2,CENTRO DE SALUD SAN RAFAEL DEL REFUGIO,AL ORIENTE DE LA ESCUELA,,CENTRO,,,ESCUELA AL ORIENTE  COL. CENTRO,46200,TAPS RUBEN SANDOVAL MURO,499,9920785,colotlan@salud.gob.mx,01/03/1993 12:00:00 a.m.,01/10/1994 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,CAMBIO. SE SOLICITA MODIFICACION EN EL RESPONSABLE DE LA UNIDAD.,31/12/2005 12:00:00 a.m.,21/02/2013 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,21.9956,-103.223,116
JCSSA001845,SSA,SECRETARIA DE SALUD,1,CHIMALTITAN,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,31,CHIMALTITAN,1,COLOTLAN,JCSSA001845,2,0,CENTRO DE SALUD CHIMALTITAN,RAMON CORONA,,CENTRO,,6,RAMON CORONA 6  COL. CENTRO,46300,DR. ALFONSO NAZARET MEDINA CRUZ,437,9525287,colotlan@salud.gob.mx,01/06/1972 12:00:00 a.m.,01/03/1973 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,,,B,BAJA,2,FUERA DE OPERACION (TOTAL O PARCIAL),SOLICITAMOS LA BAJA DE CLUES POR HABER UNA SUSTITUCION POR OBRA NUEVA; DEJANDO DE OPERAR ESTA UNIDAD EL 04/DICIEMBRE/2013.,31/12/2005 12:00:00 a.m.,22/10/2014 02:29:17 p.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,21.7785,-103.782,117
JCSSA001850,SSA,SECRETARIA DE SALUD,1,CHIMALTITAN,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,31,CHIMALTITAN,1,COLOTLAN,JCSSA001850,0,0,MODULO CHIMALTITAN,RAMON CORONA,,CENTRO,,6,RAMON CORONA 6  COL. CENTRO,46300,DRA. ROSA RAZO LOPEZ,437,9525287,chimaltitan_salud_jal@hotmail.com,,01/10/1999 12:00:00 a.m.,FORD,2003,500,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,CAMBIO. SE SOLICITA MODIFICACION EN EL RESPONSABLE DE LA UNIDAD Y SE COMPLEMENTA EL DATO DE COLONIA QUE NO SE HABIA REPORTADO ANTES.,31/12/2005 12:00:00 a.m.,21/02/2013 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,21.7818,-103.782,118
